id,rate,content,comment_date,movie_id,user_id
36,10,"One of the early scenes in ""Pulp Fiction"" features two hit-men discussing what a Big Mac is called in other countries. Their dialogue is witty and entertaining, and it's also disarming, because it makes these two thugs seem all too normal. If you didn't know better, you might assume these were regular guys having chit-chat on their way to work. Other than the comic payoff at the end of the scene, in which they use parts of this conversation to taunt their victims, their talk has no relevance to anything in the film, or to anything else, for that matter. Yet without such scenes, ""Pulp Fiction"" wouldn't be ""Pulp Fiction."" I get the sense that Tarantino put into the film whatever struck his fancy, and somehow the final product is not only coherent but wonderfully textured.It's no wonder that fans spend so much time debating what was in the suitcase, reading far more into the story than Tarantino probably intended. The film is so intricately structured, with so many astonishing details, many of which you won't pick up on the first viewing, that it seems to cry out for some deeper explanation. But there is no deeper explanation. ""Pulp Fiction,"" is, as the title indicates, purely an exercise in technique and style, albeit a brilliant and layered one. Containing numerous references to other films, it is like a great work of abstract art, or ""art about art."" It has all the characteristics we associate with great movies: fine writing, first-rate acting, unforgettable characters, and one of the most well-constructed narratives I've ever seen in a film. But to what end? The self-contained story does not seem to have bearing on anything but itself.The movie becomes a bit easier to understand once you realize that it's essentially a black comedy dressed up as a crime drama. Each of the three main story threads begins with a situation that could easily form the subplot of any standard gangster movie. But something always goes wrong, some small unexpected accident that causes the whole situation to come tumbling down, leading the increasingly desperate characters to absurd measures. Tarantino's originality stems from his ability to focus on small details and follow them where they lead, even if they move the story away from conventional plot developments.Perhaps no screenplay has ever found a better use for digressions. Indeed, the whole film seems to consist of digressions. No character ever says anything in a simple, straightforward manner. Jules could have simply told Yolanda, ""Be cool and no one's going to get hurt,"" which is just the type of line you'd find in a generic, run-of-the-mill action flick. Instead, he goes off on a tangent about what Fonzie is like. Tarantino savors every word of his characters, finding a potential wisecrack in every statement and infusing the dialogue with clever pop culture references. But the lines aren't just witty; they are full of intelligent observations about human behavior. Think of Mia's statement to Vincent, ""That's when you know you've found somebody special: when you can just shut the f--- up for a minute and comfortably enjoy the silence.""What is the movie's purpose exactly? I'm not sure, but it does deal a lot with the theme of power. Marsellus is the sort of character who looms over the entire film while being invisible most of the time. The whole point of the big date sequence, which happens to be my favorite section of the film, is the power that Marsellus has over his men without even being present. This power is what gets Vincent to act in ways you would not ordinarily expect from a dumb, stoned gangster faced with an attractive woman whose husband has gone away. The power theme also helps explain one of the more controversial aspects of the film, its liberal use of the N-word. In this film, the word isn't just used as an epithet to describe blacks: Jules, for instance, at one point applies the term to Vincent. It has more to do with power than with race. The powerful characters utter the word to express their dominance over weaker characters. Most of these gangsters are not racist in practice. Indeed, they are intermingled racially, and have achieved a level of equality that surpasses the habits of many law-abiding citizens in our society. They resort to racial epithets because it's a patter that establishes their separateness from the non-criminal world.There's a nice moral progression to the stories. We presume that Vincent hesitates to sleep with Mia out of fear rather than loyalty. Later, Butch's act of heroism could be motivated by honor, but we're never sure. The film ends, however, with Jules making a clear moral choice. Thus, the movie seems to be exploring whether violent outlaws can act other than for self-preservation.Still, it's hard to find much of a larger meaning tying together these eccentric set of stories. None of the stories are really ""about"" anything. They certainly are not about hit-men pontificating about burgers. Nor is the film really a satire or a farce, although it contains elements of both. At times, it feels like a tale that didn't need to be told, but for whatever reason this movie tells it and does a better job than most films of its kind, or of any other kind.",2005-11-17,8,31
37,10,"I can only speak for myself, but I had never seen anything as stylish, cleverly constructed, well written and electrifying as this milestone when I first saw it in 1994. What really pulled me in right from the start is what we've now come to know as a Tarantino trademark: the dialogue. When gangsters Jules and Vincent talk to each other (or all the other characters, for that matter) there is a natural flow, a sense of realism and yet something slightly over the top and very theatrical about their lines – it's a mixture that immediately grabs your attention (even if it's just two dudes talking about what kind of hamburger they prefer, or contemplating the value of a foot-massage). Then there's the music: the songs Tarantino chose for his masterpiece fit their respective scenes so perfectly that most of those pieces of music are now immediately associated with 'Pulp Fiction'. And the narrative: the different story lines that come together, the elegantly used flashbacks, the use of ""chapters"" – there is so much playful creativity at play here, it's just a pure joy to watch.If you're a bit of a film geek, you realize how much knowledge about film and love for the work of other greats – and inspiration from them - went into this (Leone, DePalma, Scorsese and, of course, dozens of hyper-stylized Asian gangster flicks), but to those accusing Tarantino of copying or even ""stealing"" from other film-makers I can only say: There has never been an artist who adored his kind of art that was NOT inspired or influenced by his favorite artists. And if you watch Tarantino's masterpiece today, it's impossible not to recognize just what a breath of fresh air it was (still is, actually). Somehow, movies - especially gangster films - never looked quite the same after 'Pulp Fiction'. Probably the most influential film of the last 20 years, it's got simply everything: amazing performances (especially Sam Jackson); it features some of the most sizzling, iconic dialogue ever written; it has arguably one of the best non-original soundtracks ever - it's such a crazy, cool, inspirational ride that you feel dizzy after watching it for the first time. It's – well: it's 'Pulp Fiction'. 10 stars out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/",2014-07-24,8,7
38,10,"This is Tarantino's masterpiece, there's no other way to say it. It has arguably one of the smartest scripts I've ever seen. The story, which is non-linear, is so well constructed it takes several viewings to grasp it all. The movie doesn't seem to be about any spesific thing, but there is a subtle hint of redemption as a central theme. The characters and preformances in this movie are practically perfect. This is still one of the best performances I've seen from Sam Jackson, and it's an outrage he didn't win an Oscar. Each scene has its own unique flavour and charm, every segment has its own arc while also tying into the main plot. The comedy is great, the serious moments are great, every word of dialogue is exciting despite seemingly not having any reason to exist. This movie is just such a great time, and I recommend it to everyone who loves movies. I cannot think of a single genuine flaw with it, and it will remain one of my favorite movies for a long time.",2020-11-12,8,32
39,10,"Possibly the most influential movie made in history since the first movie ever made .Even after 25 years and a countless number of copy cats this movie absolutely holds up and feels fresh.
As many of you would know this movie is sort of like a tribute to the pulp stories written back in the 40s and 50s which have punchy and witty dialogue and over the top violence. The random chit chat between characters regarding obscure things might feel a waste of time as it doesn't move the plot. But Tarantino is a genius and he believes in character development more than plot development so these chats actually humanizes the characters a lot and makes them relatable and memorable(The absolute converse of Nolan). This movie is just a collection of wonderful scenes back to back from start to finish.. The movie is a must watch just for the awesome screenplay alone. To top it off all the actors arguably give their career best performance(think about it ,it is true) . And the ability of Tarantino to just create a really tense or ridiculous situation out of nowhere(like the psycho tribute scene with marsellus and butch which is so unexpected or that adrenaline shot scene) is just awesome and keeps you on the edge of your seats .So if you want an entertaining but clever movie this is the one you are looking for . It is funny, filled with some of the best dialogues ever ,superbly acted, great soundtracks(I just wanna see Tarantino's ipod , boy does he have great taste) and is just a spectacular experience.Spoilers ahead(duh):
For those of you who say the characters are hollow I suggest you to revisit the gold watch sequence. Walken's Capt Koons tells a story to young butch about how Butch's grandpa requested an enemy soldier to return his watch to his family and the soldier agreed. Similarly Butch could have left Marsellus but the legacy of his watch made him save him which I believe was a nice touch. And how Jules(one of my characters of all time) undergoes a change is also a noteworthy counter argument to the above mentioned criticism.Sorry for the huge review..",2020-04-10,8,33
40,10,"Pulp Fiction is the most original, rule breaking film I have ever seen. Instead of following the widely used 3 act structure, Pulp Fiction makes up its own and while the 3 stories may seem completely disconnected at first, once you look closely you can find the underlying themes that they all share. Anyone who says that the movie lacks focus or has no meaning hasn't analysed enough. I highly recommend this film since it is number one on my list of my favourite movies of all time.",2020-11-06,8,34
41,10,"Director Peter Jackson and wife Fran Walsh have successfully created an epic movie in both look and feel to equal J. R. R. Tolkien's novel (itself awarded the title of ""book of the century""), bringing to the big screen a film nearly flawless in its execution. My biggest disappointment is that two chapters are missing from the novel - Tom Bombadil and the following encounter with the barrow-wrights - but everything else is present and correct.Visually the film is stunning, and Jackson's decision to shoot it entirely in New Zealand is one that pays off. From the incredibly lush green opening scenes of the Shire, to the enchanting elvish woods, to the imposing mountains and plains, it really is a great film to look at and enjoy the backdrop. Even the computer-generated images, like that of Mount Doom, are pretty realistic. Jackson's fluid camera leads to some great sweeping shots through orc-infested mines, huge towers, cameras in places you've never dreamed of. The soundtrack is also perfect, with Howard Shore's suspenseful, exciting, and emotional score a real plus, especially with the cool chanting that fills the Mines of Moria sequence. On top of this, great stuff is done with sound effects - in particular one scene involving a horn suddenly blowing had me jumping in my seat with its realism.I don't really need to examine the story, because it sticks closely to the book with so few minor changes that it's impeccable. The script is intelligent and well-written, the characters charismatic and believable in the situations they encounter. Despite a three hour running time, the film never drags, even in some of the slower sequences - I just didn't want it to be over while I was watching it. The costumes, sets and appearances - down to the hobbits' hairy feet - are all exactly as you would picture them in the book. Jackson's bizarre, arty depiction of life in the ""netherworld"" when Frodo puts on the ring and becomes invisible is as good as it could ever have been - spooky, supernatural and utterly weird. Lighting, pacing, suspense, tension, and the rest - it's all here and done 100% correctly for an overall brilliant effect.Elijah Wood seemed an odd choice to me for the lead role, but I immediately fell in love with his character. Through his acting he creates an emotional, weak in body but strong in spirit hero, a real centre piece for the film to evolve around, and the film makes great use of the actor's slightly odd eyes (especially in the sequence in which he nearly becomes a wraith). Ian McKellen is also excellent as Gandalf and seems to have been perfectly cast in the role, making it his own. Then there's the fellowship itself - Viggo Mortensen excels as the proud and just Strider (later Aragorn), especially in the action stakes where he fights with such fierce determination that he's a presence to behold. Orlando Bloom is fine as the elf warrior Legolas, and moves as fast with his bow as he does in the book. Screen stalwart John Rhys-Davies IS Gimli the dwarf, and couldn't be better. Then there's Sean Astin - lovable as the dopey but loyal Sam Gamgee, and Billy Boyd and Dominic Monaghan in slight comic relief roles as hobbit buddies Pip and Merry. Finally, kudos to Sean Bean, for creating in Boromir a flawed but deeply likable and understandable character, with a sympathetic performance that eclipses all of the actor's previous work - bravo.The action sequences are magnificent and really get the heart going - they put you into the middle of the action with all the blood, sweat and clanging steel, and are edge-of-the-seat stuff. Highlights include Strider fighting the ring-wraiths with his burning brand on Weathertop and the final assault by orcs on the fellowship, which leads to one of the most noble deaths ever in a film. And what of the special effects? In a film dominated by CGI work, I'm happy to say that most are unnoticeable. The digital manipulation to create four-foot hobbits is sometimes dodgy but most of the time you don't notice. The backdrops and effects are great, expensive looking but solid and real at the same time - whoever said they look ""cartoony"" just got it wrong.My favourite scene in the movie is the Mines of Moria sequence - a fantasy fan's dream come true, and the best on screen depiction of a Dungeons & Dragons game so far. The lurker in the lake is a Lovecraftian monster par excellence and the spooky and atmospheric trip through the corpse-strewn deserted mines exceptionally eerie stuff. Then follows a fantastic battle with a cave troll, thankfully on screen for a fair amount of time so we get to admire the fluid and superb effects, and then a truly gob-smacking encounter with the fiery Balrog, just as you imagine it from the book. This half an hour is probably the best film sequence I've ever seen, flawless and perfect in its depiction - amazing. A highlight of what is an impressive and epic film throughout, and a must see for any film fan worth their salt - I can't recommend this film highly enough, and plan to watch it again before the cinema run expires. In my opinion this is better than any STAR WARS movie or HARRY POTTER - and easily one of the best fantasy movies ever made, although it has to be said the competition isn't exactly stiff. Bring on the sequel!",2016-08-19,9,35
42,10,"Here is one film that lived up to its hype, and by the time I saw it after it had arrived at the video stores, I had heard and read a ton of things about it, and seen all the awards it had received, and expected a lot. To my surprise, it did not disappoint.Now, several years later after having watched all three of these ""Rings"" films twice each, I still think this first movie of the trilogy is the best. It is a truly spectacular adventure story all the way through, probably the best ever put to film...and the first three hours of it is extra special. The following two films were very good, to be sure, but this first had a better mixture of the story. The second and third movies were almost entirely Frodo and his allies' long journey, but the first half of this movie also gives a good bit of interesting introductory material including a number of scenes at the Shire, before the long adventure starts. If you watch all three of these films consecutively the action wears you down by midway through the final episode and it almost becomes just too much That never gets a chance to happen with the ""Fellowship"" film.Anyway, ""Fellowship,"" stunned me for the visuals alone. I can't recall any film that has so many jaw-dropping scenes, one after the other, for three straight hours. Some are beyond description, and I don't care if they are computer- generated. So what? The fact is they are awesome to view, both in beauty and in staggering action scenes that feature incredible-looking monsters and other mythical characters.The story covers all kinds of terrain, too, from the lush Shire of the Hobbits, to the harsh neighboring landscapes. Each couple of minutes, as in the two movies that followed, scenes radically change from calmness to action, adventure to romance, sweet lovable characters to hideous monsters, on and on and on. It's an incredible movie experience.",2006-03-07,9,36
43,10,"The first part of the Lord of the Rings trilogy, the Fellowship of the Rings opened the door to a whole new world for me. I'd never read any of Tolkien's books when I saw the film for the first time at the theatre and, now that I've read them, in retrospect I think being a neophyte to the mythology made my LOTR movie experience all the more miraculous.I loved The Two Towers and Return of the King almost as much as FOTR, but not quite, because seeing Fellowship for the first time was like taking a journey to a fabulous new place and meeting incredible new friends that you don't want to leave. I've never felt anything quite like what this epic evoked in me. It was akin to being a child again, with that tireless sense of wonder and enjoyment of each and every moment, maybe because as a child you are discovering your surroundings, and whatever age you are, when you watch the Fellowship of the Ring you are rendered in awe upon being introduced to the purity and beauty of Middle Earth and darkly enthralled by the majesty of Eisengard, Saruman, Sauron and all of their mighty malice. One of the things that makes this movie so special (and there are so many!) is that you fall in love not only with the ""good"" characters, but also with the ""evil"" ones. For example, Christopher Lee was amazing as Saruman, and I can't imagine the movie without him.Some films that might be comparable to the Lord of the Rings trilogy are: The Fifth Element, the Star Wars Trilogy parts IV, V and VI (forget the newer prequels), the Matrix trilogy (especially the first part), Interview with a Vampire, the Legend of Sleepy Hollow (with Johnny Depp), Logan's Run and The Island. They are all excellent movies and works of art that weave that movie magic that keeps you spellbound and entranced for the duration of their runtime.But after seeing The Fellowship of the Ring, I knew I had found the movie by which I would judge all other movies. Based on J.R.R. Tolkien's beloved books, Peter Jackson has set a new standard in the industry of cinema, one that I honestly think has not and won't be surpassed, at least not in my lifetime, not even by PJ himself.It is truly an instant classic that will stand the test of time and be loved by generations to come. God Bless Tolkien and Jackson and everyone involved in the conception and making of this film, for creating a world that is at my fingertips, only takes the touch of a button to go to whenever I want, and makes me forget everything else.The LOTR Trilogy is undoubtedly MY precious, the non plus ultra of all movies!",2006-04-14,9,37
44,10,"It is my firm belief that the standard versions of The Lord of the Rings should be jettisoned in favour of the extended editions universally. Sure, the near 4 hour runtime is a tad steep, but for an absolute masterpiece like this, it's work every second and the first act of undoubtedly the best trilogy in cinematic history!",2020-02-15,9,9
45,10,"Simply incredible. Never before have I seen a 3 hour movie that didn't seem like 3 hours. I read the Lord of the Rings very recently and I was surprised at how similar Peter Jackson's vision was to my own.Now about the omissions and alterations. I'm not a crazed fanatic who gets worked up over every little detail. I didn't mind Arwen's inflation and I'm actually glad Tom Bombadil was scrubbed (I felt Tom Bombadil was an unnecessary addition to the book). Despite these minor changes, the screenplay stays extremely close to the book and flows very very well (and the prologue was a nice touch).The acting was flawless. As I've read many many times in other reviews, McKellen doesn't play Gandalf, he IS Gandalf. Wood, Mortensen, Holm, Astin, everyone was fantastic. My hat's off to Sean Bean who delivers an excellent performance as Boromir, a character who's intentions are good but wrestles with the corrupting power of the Ring. Bean portrays it VERY well. Oh, and Andy Serkis does a PERFECT Gollum voice. It's EXACTLY as I imagined it myself.The special effects were incredible, the cave troll, the balrog, Gollum, and Sauron's Eye all looked amazing. I was also very impressed by the seamless shrinking of the vertically challenged characters.What's wrong with this movie? I have no idea... I thought everything was perfect. MY biggest gripe is having to wait an entire year to see The Two Towers!",2002-05-02,9,38
46,10,"Gosh, The Good, the Bad, and the Ugly, I finally saw this film! Who hasn't heard of it? First off, may I say that Clint Eastwood... what a hottie in his day! :D Sorry, had to get that off my chest. Sergio Leone from what I understood was a huge western film fanatic and in the 60's pretty much most folks had moved onto other genre's. I mean, I would agree that most western's are pretty much the same and stereotypical.Sergio however took a story and added some elements to it such as comedy, drama, and war. The story flows so well and just compliments all of it's characters. By far my favorite character was The Good, played by Clint. He is a bounty hunter who captures The Ugly numerous times just to free him before every hanging and splits the winnings with him. When they learn of a coffin in the desert that has $200,000, they go for it. Of course we have the Bad who is a ruthless killer who also wants in on the doe.The Good, The Bad, and The Ugly is a terrific film and I thank all the IMDb users for their useful comments and that pushed me to finally rent this western classic. Let's give it up for Sergio! 10/10",2006-06-29,10,10
47,10,"A sprawling Western epic that follows the adventures of three gunfighters looking for $200,000 in stolen gold, Sergio Leone's `The Good, the Bad, and the Ugly' is a masterpiece, one that continues to get better and better with each viewing.  In a way, it's a morality play, weighing the consequences of good and evil, but it does so in a realistic manner.  Sometimes, crime does pay, at least in the short term, and sometimes good does go unrewarded. This film probably signaled the death knell of the traditional John Wayne `White Hat/Black Hat' Western.The three main characters make the film.  Lee Van Cleef (`The Bad') is evil personified.  Totally ruthless, he'll do whatever it takes to get what he wants.  Clint Eastwood (`The Good') is the Man With No Name, not really `good' in a traditional sense . . . but he has a certain sense of honor and tries to do the right thing.  (Watch the scene when he gives a dying Confederate soldier a puff of his cigar - powerful, and it sums up everything that the Man With No Name is all about, without saying a single word.)  Eli Wallach (`The Ugly') is Tuco, and he's easily the most complex - if not the best - character in the film.  All impulse and rage, Tuco spins wildly throughout the movie, stealing, lying, pretending to be Clint Eastwood's best friend in one scene, trying to kill him in another - Tuco truly represents `the ugly' side of people.The movie is long, but there's not a wasted scene in the film.  Each one slowly lets the film unfold with a certain style and grace, revealing more about each character and what's going on.  The pacing is incredible, as is the direction - Sergio Leone manages to build a lot of uncomfortable tension in the film, keeping the film from ever getting predictable.  Any typical Western cliché that you can possibly think of is either given a unique twist or utterly destroyed by Leone's masterful storytelling.  Of special mention is Ennio Morricone's score, which is absolutely perfect.  Two scenes - one in a Union prison camp, one in the climatic gunfight in the cemetery at the end of the film - are amazing on their own, but they become absolutely astonishing with combined with Morricone's powerful score. This movie is absolutely brilliant.  If you haven't seen it yet, I strongly urge to do so.  Immediately.  (And then, go watch `Unforgiven' . . . in a way, I think that `Unforgiven' is the sequel to `The Good, the Bad, and the Ugly - it's the story of what eventually happened to the Man With No Name.) `The Good, the Bad, and the Ugly' is easily one of the best Westerns ever made.  A++",2001-04-16,10,39
48,10,"...and though those last several words could also be attributed to Leone's ""Once Upon a Time"" films (West and America) as well as the other pieces in his trilogy of films with Clint Eastwood- Fistful of Dollars and For a Few More Dollars- arguably this is the most ambitious and spellbinding one of the bunch, and one that has inspired (i.e. Quentin Tarantino, Sam Raimi, Robert Rodriguez) and will most likely continue to inspire filmmakers and fans into the 21st century. There's something in The Good, the Bad, and the Ugly that's nearly (or perhaps is) mythical in it's craft, certain scenes come off as being more than relevant and exquisite for that scene/sequence- it transcends into aspects of humanity.For example, in the first part of the film (this is after the extraordinary introductions to Tuco, played by Eli Wallach, Sentenza or 'Angel Eyes', played by Lee Van Cleef, and as Blondie by a 35/36 year old Clint), Joe gets Tuco out of a hanging, which is something of a regular practice for them, but Joe decides to leave his 'buddy' out in the desert to walk the rest of the way back into town. A little later, the situation gets reversed, as Tuco has a horse and water and Joe doesn't, and they both go to cross the desert. Leone decides to not follow Tuco coming back to town as much as he follows in earnest Tuco and Joe going across that desert, as Joe starts to burn and dry up, going towards a story that will soon unfold. There is something to these scenes that I can barely describe, that they're executed in the mind-set of a Western, but in the abstract Leone lets the audience know this is a story that is bold and bigger than life.What makes much of the Good, the Bad, and the Ugly such a huge success is the trust Leone had in his own style he spun into his own after the first two westerns, his trust in his collaborators, and in his leading players as well. I, for one, had to mistakenly figure out that it is near depressing to watch this film on a regular VCR tape due to the pan & scan process. There is such a clear, distinct visual scope that Leone and camera director Tonino Delli Colli achieve that it's practically a must to get the DVD (preferably the extended version, which was Leone's original cut more or less). The editing, too, is unique in many sequences (the climax is the most noted and memorable). The score, with usual collaborator Ennio Morricone, is one of the landmark movie scores, and themes, of not just in the western genre but in all movie history. And the three main players who take on the screen have their own chops to show off: Eastwood, technically, was playing a Joe that took place before Fistful of Dollars, yet by this film had it down to a T (it's still my favorite performance from him, despite having few words and reactions); Cleef's cold, cunning Angel Eyes steals the scenes he's in; ditto for Wallach, who gets under the skin of his co-patriots as much as he sometimes does under the viewer's. If anyone really stays in the mind, at least for me, it's Wallach - especially as he gets the most 'character', and one of the very best scenes is between Tuco and his religious brother. Without that scene, the movie actually wouldn't work quite as well, surprisingly enough. Overall, The Good, the Bad and Ugly, is an entirely satisfying western, at least one of my five favorites ever made, and it's an endearing bravo to all who were involved.",2004-01-01,10,40
49,10,"The Good, the Bad and the Ugly or the Good, the Better and the Best, as I prefer calling it, is a bizarrely sublime and a uniquely aesthetic masterpiece. The actors in title roles have given such extraordinarily superb performances, that it would be impertinent and disparaging to merely regard their swell work as acting. In fact their brilliant portrayals have immortalized Blondie, Sentenza/ Angel Eyes and the enigmatic Tuco. Lee Van Cleef is fiendishly unforgiving as the merciless Angel Eyes. Clint Eastwood is rugged yet suave, cocky yet adorable as laconic cigar-smoker Blondie, a role that laid the foundations of his illustrious career. But it is Eli Wallach, who steals the show with his captivating portrayal of Tuco, a portrayal that is as entrancing as it is enlightening. Wallach is amusing, capricious, nonchalant, uncanny and yet tenacious as Tuco, perturbed by his insecurities and dampened by his solitude. It is the tacit amicability between Blondie and Tuco and their mutual hostility towards the evil Angel Eyes owing to the vestiges of virtue present in them, redolent of their moribund morality, which gives the story, the impetus and the characters, a screen presence that is not only awe inspiring but also unparalleled.Sergio Leone's magnificent and ingenious direction in synergy with Ennio Morricone's surreal music, Tonino Delli Colli's breathtaking cinematography and Joe D'Augustine's punctilious editing makes the movie, a treat to watch and ineffably unforgettable. Initially aimed to be a tongue-in-cheek satire on run-of-the-mill westerns, The Good, the Bad and the Ugly, continues to stand the test of time in its endeavor to attain apotheosis (if it hasn't attained it yet). It will always be remembered as European cinema's greatest lagniappe, not only to the Western genre, but to the world of cinema.It's a must watch for any movie lover. 10/10",2009-02-19,10,41
50,10,"I wasn't sure if I was going to comment on this film because everything has already been said by the hundreds of other people who have posted their thoughts, but I decided that I should really put my two cents in since this is my favorite movie.This film, in my opinion, is not only the greatest spaghetti western of all time. It is the greatest movie of all time. Period. Regardless of genre. I could probably watch it every day, and be perfectly happy doing so.The music is perfection. The way the music drives this movie is absolutely amazing. The musical genius of Morricone and the incredible direction of Sergio Leone is a combination that will probably never be equaled. The theme song will forever be etched in your brain. In fact, it probably already is, even if you haven't seen the movie! The scene where Tuco runs through the graveyard with the song ""Ecstacy of Gold"" is pure poetry. And the showdown at the end with that great music- just incredible.The story is riveting. There is not a single dull moment. The movie is long, but Leone's direction is so good that you will love the fact that you can enjoy this movie for three hours.Lee Van Cleef is my favorite spaghetti western actor, and he is incredible as ""Angel Eyes."" It is the part he was born to play. Eli Wallach is perfect as Tuco. He really shines in this movie. Some people say he steals the show, and I can see why they think so. Eastwood is excellent as ""Blondie,"" although I don't think Eastwood has as strong of a presence as Van Cleef (I know many will disagree, and that's OK because all three actors are superb in this film so why split hairs?).This movie is hypnotic. It's operatic. It's sad. It's funny. It's gritty. It's violent. It's art. It's action. It's pure entertainment. The film is just so incredible on so many different levels that EVERYONE should see it, regardless of what kinds of movies they are into. And it's so cool that the greatest flick ever just happens to be a spaghetti western. If you haven't seen this movie, stop what you are doing, and go get it now!!",2005-08-24,10,42
